Indent,Category,Source,report,2000 Corp,2001 Corp,2002 Corp,2003 Corp,2004 Corp,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2009 Corp,2010 Corp,2011 Corp,2012 Corp,2013 Corp,2014 Corp,2015 Corp,2016 Corp,2000 Indv,2001 Indv,2002 Indv,2003 Indv,2004 Indv,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2009 Indv,2010 Indv,2011 Indv,2012 Indv,2013 Indv,2014 Indv,2015 Indv,2016 Indv,Description/Expenditure Name,Notes
,Transportation
#,Deduction for clean fuel vehicles and refueling property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>There is no definition available for this tax expenditure in the 2006 or 2008 Congressional Research Service's <em>Tax Expenditures: Compendium of Background Material on Individual Provisions</em>.</p><p>This tax expenditure corresponds with the Treasury tax expenditure ""Tax credit and deduction for clean-fuel burning vehicles,"" found in the Energy Sector and available <a href=""/tax_expenditures/db/group/62/?estimate=3&year=2001"">here</a>.","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
#+,,JCT,2006,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,200.00,200.00,100.00,100.00,0.00,,,,,,,,,Deduction for clean fuel vehicles and refueling property,
#,Deferral of tax on shipping companies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," The baseline tax system generally would tax all profits and income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. In contrast, the Tax Code allows certain companies that operate U.S. flag vessels to defer income taxes on that portion of their income used for shipping purposes, primarily construction, modernization and major repairs to ships, and repayment of loans to finance these investments. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy11/pdf/spec.pdf""><em>Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2011</em>.</a>"
#+,,JCT,2001,100.00,100.00,100.00,100.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,Deferral of tax on capital construction funds of shipping companies,
#+,,JCT,2002,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,Deferral of tax on capital construction funds of shipping companies,
#+,,JCT,2003,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,Deferral of tax on capital construction funds of shipping companies,
#+,,JCT,2004,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,Deferral of tax on capital construction funds for shipping companies,
#+,,JCT,2005,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,Deferral of tax on capital construction funds of shipping companies,
#+,,JCT,2006,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,Deferral of tax on capital construction funds of shipping companies,
#+,,JCT,2007,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,Deferral of tax on capital construction funds of shipping companies,
#+,,JCT,2008,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,Deferral of tax on capital construction funds of shipping companies,
#+,,JCT,2009,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Deferral of tax on capital construction funds of shipping companies,
#+,,JCT,2010,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,Deferral of tax on capital construction funds of shipping companies,
#+,,JCT,2011,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,Deferral of tax on capital construction funds of shipping companies,
